"","Identificacion","Familia","Departamento","Genero","Edad","Parentesco","Estado.civil","Nivel.educativo.alcanzado","Empleo.antes","Rama.actividad","tiempo.en.colombia","Horas.disponibles","ocupacion","Factor.de.expansion","Ingresos_total"
"6256","4936847-1-7","4936847 - 1","13","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]","No asalariado",463.565829162894,467100
"6257","4936856-1-1","4936856 - 1","13","Masculino","(59,100]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]","No asalariado",1008.89015969487,519000
"6258","4936856-1-3","4936856 - 1","13","Masculino","(26,59]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]","No asalariado",1008.89015969487,519000
"6259","4936856-1-4","4936856 - 1","13","Masculino","(26,59]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]","No asalariado",1008.89015969487,519000
"6260","4936878-1-1","4936878 - 1","13","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(39,48]","No asalariado",816.910092118226,1453200
"6261","4936878-1-2","4936878 - 1","13","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",816.910092118226,415200
"6262","4936883-1-1","4936883 - 1","13","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]","No asalariado",717.917533372757,726600
"6263","4936883-1-2","4936883 - 1","13","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]","No asalariado",717.917533372757,207600
"6264","4936884-1-1","4936884 - 1","13","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",681.379825650566,1038000
"6265","4936884-1-2","4936884 - 1","13","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades empresariales","Menos de 1 año","(0,39]","No asalariado",681.379825650566,186840
"6266","4936884-1-3","4936884 - 1","13","Masculino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]","No asalariado",681.379825650566,415200
"6267","4936966-1-1","4936966 - 1","15","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","Asalariado",133.25091508378,622800
"6268","4936966-1-2","4936966 - 1","15","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]","Asalariado",133.25091508378,249120
"6269","4937056-1-1","4937056 - 1","17","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","Asalariado",186.899647089315,1349400
"6270","4937056-1-3","4937056 - 1","17","Masculino","(26,59]","Otros parientes","Soltero","Superior o universitaria","No","Construcción","Entre 1 y 5 años","(39,48]","No asalariado",186.899647089315,934200
"6271","4937056-1-4","4937056 - 1","17","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Básica primaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",186.899647089315,519000
"6272","4937071-1-1","4937071 - 1","17","Masculino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","Asalariado",198.306201580979,622800
"6273","4937071-1-2","4937071 - 1","17","Masculino","(18,26]","Otros parientes","Soltero","Básica secundaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","Asalariado",198.306201580979,622800
"6274","4937100-1-3","4937100 - 1","18","Femenino","(26,59]","Otros No parientes","Separado y/o viudo","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(39,48]","Asalariado",55.4859249853157,415200
"6275","4937251-1-1","4937251 - 1","19","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","Asalariado",152.143516488818,1020354
"6276","4937341-1-5","4937341 - 1","20","Masculino","(59,100]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",94.3808674322704,207600
"6277","4937347-1-1","4937347 - 1","20","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","No","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]","Asalariado",247.075967035739,207600
"6278","4937347-1-2","4937347 - 1","20","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Otras actividades de servicios","Menos de 1 año","(0,39]","No asalariado",247.075967035739,103800
"6279","4937347-1-4","4937347 - 1","20","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Superior o universitaria","No","Informática y actividades conexas","Menos de 1 año","(39,48]","No asalariado",247.075967035739,207600
"6280","4937354-1-1","4937354 - 1","20","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",118.789133345289,155700
"6281","4937354-1-3","4937354 - 1","20","Femenino","(18,26]","Nucleo familiar","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",118.789133345289,155700
"6282","4937380-1-6","4937380 - 1","20","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(0,39]","No asalariado",196.198352702338,311400
"6283","4937389-1-1","4937389 - 1","20","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Actividades culturales y deportivas","Entre 1 y 5 años","(39,48]","Asalariado",179.83954599181,1335906
"6284","4937389-1-2","4937389 - 1","20","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades empresariales","Entre 1 y 5 años","(39,48]","Asalariado",179.83954599181,1557000
"6285","4937400-1-2","4937400 - 1","20","Masculino","(26,59]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",247.176238779912,726600
"6286","4937401-1-1","4937401 - 1","20","Masculino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",232.93795182631,622800
"6287","4937423-1-1","4937423 - 1","20","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Intermediación financiera","Entre 1 y 5 años","(39,48]","Asalariado",255.84414555657,1266360
"6288","4937423-1-2","4937423 - 1","20","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",255.84414555657,415200
"6289","4937434-1-1","4937434 - 1","20","Femenino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","No","Hogares privados con servicio doméstico","Entre 1 y 5 años","(0,39]","Asalariado",162.197931754636,984144.408
"6290","4937437-1-1","4937437 - 1","20","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","No asalariado",204.153357215306,622800
"6291","4937437-1-2","4937437 - 1","20","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(0,39]","No asalariado",204.153357215306,259500
"6292","4937437-1-3","4937437 - 1","20","Femenino","(26,59]","Nucleo familiar","Soltero","Básica secundaria","No","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]","No asalariado",204.153357215306,622800
"6293","4937438-1-2","4937438 - 1","20","Masculino","(26,59]","Otros No parientes","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",238.445733176297,519000
"6294","4937441-1-1","4937441 - 1","20","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]","No asalariado",232.93795182631,467100
"6295","4937514-1-1","4937514 - 1","23","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","Asalariado",243.013932803304,622800
"6296","4937786-1-3","4937786 - 1","41","Masculino","(26,59]","Nucleo familiar","Soltero","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(39,48]","No asalariado",252.452840650015,622800
"6297","4937838-1-1","4937838 - 1","47","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","No","Construcción","Entre 1 y 5 años","(39,48]","No asalariado",198.682715882578,1557000
"6298","4937843-1-3","4937843 - 1","47","Femenino","(26,59]","Otros No parientes","Casado y/o union libre","Básica secundaria","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",148.641289918605,311400
"6299","4937855-1-6","4937855 - 1","47","Femenino","(18,26]","Otros No parientes","Casado y/o union libre","Básica secundaria","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",110.974535508913,519000
"6300","4937857-1-1","4937857 - 1","47","Masculino","(59,100]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]","No asalariado",125.05390409099,1245600
"6301","4937857-1-2","4937857 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Servicios sociales y de salud","Entre 1 y 5 años","(39,48]","No asalariado",125.05390409099,145320
"6302","4937889-1-7","4937889 - 1","47","Masculino","(26,59]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","No","Fabricación de muebles / industrias manufactureras","Entre 1 y 5 años","(48,130]","No asalariado",231.745181722543,830400
"6303","4937891-1-2","4937891 - 1","47","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Básica primaria","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","No asalariado",226.046741685164,934200
"6304","4937916-1-1","4937916 - 1","47","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","No","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",392.47188466774,1245600
"6305","4937916-1-2","4937916 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","No","Elaboración de productos alimenticios","Entre 1 y 5 años","(39,48]","No asalariado",392.47188466774,830400
"6306","4937916-1-5","4937916 - 1","47","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",392.47188466774,934200
"6307","4937916-1-6","4937916 - 1","47","Masculino","(18,26]","Otros No parientes","Soltero","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",392.47188466774,726600
"6308","4937916-1-7","4937916 - 1","47","Masculino","(26,59]","Otros No parientes","Separado y/o viudo","Media (10o -13o)","Si","Otras actividades empresariales","Entre 1 y 5 años","(39,48]","No asalariado",392.47188466774,415200
"6309","4937920-1-2","4937920 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Servicios sociales y de salud","Mas de 5 años","(39,48]","No asalariado",168.46048194664,1038000
"6310","4937923-1-1","4937923 - 1","47","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","No asalariado",138.985830033994,415200
"6311","4937926-1-1","4937926 - 1","47","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",201.545257286167,622800
"6312","4937926-1-5","4937926 - 1","47","Femenino","(18,26]","Otros parientes","Casado y/o union libre","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(0,39]","No asalariado",201.545257286167,25950
"6313","4937926-1-6","4937926 - 1","47","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Básica secundaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",201.545257286167,622800
"6314","4937927-1-1","4937927 - 1","47","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","No asalariado",157.614788480893,581280
"6315","4937927-1-2","4937927 - 1","47","Masculino","(11,14]","Nucleo familiar","Soltero","Básica secundaria","No","Actividades culturales y deportivas","Menos de 1 año","(0,39]","No asalariado",157.614788480893,62280
"6316","4937927-1-4","4937927 - 1","47","Femenino","(18,26]","Nucleo familiar","Separado y/o viudo","Media (10o -13o)","No","Hoteles, restaurantes, bares y similares","Menos de 1 año","(0,39]","No asalariado",157.614788480893,581280
"6317","4937927-1-6","4937927 - 1","47","Femenino","(26,59]","Otros parientes","Soltero","Media (10o -13o)","No","Hogares privados con servicio doméstico","Menos de 1 año","(39,48]","Asalariado",157.614788480893,415200
"6318","4937929-1-1","4937929 - 1","47","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","No","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",186.775790761126,726600
"6319","4937929-1-2","4937929 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]","No asalariado",186.775790761126,622800
"6320","4937938-1-1","4937938 - 1","47","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]","Asalariado",100.291450477704,622800
"6321","4937938-1-3","4937938 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Correo y telecomunicaciones","Entre 1 y 5 años","(39,48]","No asalariado",100.291450477704,830400
"6322","4937938-1-5","4937938 - 1","47","Masculino","(26,59]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",100.291450477704,519000
"6323","4937938-1-6","4937938 - 1","47","Masculino","(26,59]","Otros No parientes","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",100.291450477704,830400
